group,names,scores,logfoldchanges,pvals,pvals_adj
23,ENSG00000198925,0.2237702,1.188868,0.8229361173727331,0.9974452169064976
23,ENSG00000254319,0.22370414,2.2598264,0.8229875203239309,0.9974452169064976
23,ENSG00000057657,0.22271837,0.19497642,0.8237547006494474,0.9974452169064976
23,ENSG00000226688,0.22202224,0.54398125,0.8242965738472832,0.9974452169064976
23,ENSG00000164266,0.22033016,0.263066,0.825614030412346,0.9974452169064976
23,ENSG00000106571,0.22009642,1.3580427,0.8257960601082858,0.9974452169064976
23,ENSG00000249547,0.21875496,2.0077486,0.8268409330872897,0.9974452169064976
23,ENSG00000288887,0.2187448,1.9202996,0.8268488499643452,0.9974452169064976
23,ENSG00000163568,0.21834338,0.8353236,0.8271615806773307,0.9974452169064976
23,ENSG00000187325,0.2156198,1.0076087,0.8292841206547111,0.9974452169064976
23,ENSG00000110245,0.20804867,-0.20909283,0.8351909686725415,0.9974452169064976
23,ENSG00000111087,0.20686473,1.9733304,0.8361155071306883,0.9974452169064976
23,ENSG00000187037,0.20606697,0.91096133,0.8367386071803966,0.9974452169064976
23,ENSG00000258404,0.20393282,0.778457,0.838406001574409,0.9974452169064976
23,ENSG00000211668,0.20358221,1.5247177,0.8386800002655546,0.9974452169064976
23,ENSG00000287920,0.19382611,1.4009444,0.8463120396655366,0.9974452169064976
23,ENSG00000164400,0.19368891,0.80681014,0.8464194698585293,0.9974452169064976
23,ENSG00000165973,0.1914633,2.0428443,0.848162623733214,0.9974452169064976
23,ENSG00000187486,0.19028953,1.8939316,0.8490822580807658,0.9974452169064976
23,ENSG00000289731,0.1888312,2.0481572,0.8502251201200143,0.9974452169064976
23,ENSG00000124126,0.18805884,0.15442042,0.8508305266154376,0.9974452169064976
23,ENSG00000162438,0.18773872,1.7873535,0.8510814774741653,0.9974452169064976
23,ENSG00000148053,0.18692571,1.0888547,0.8517188807241037,0.9974452169064976
23,ENSG00000273559,0.1866564,0.39086294,0.8519300419303963,0.9974452169064976
23,ENSG00000206172,0.18628038,-0.24931332,0.8522248885383048,0.9974452169064976
23,ENSG00000188603,0.18028446,0.8594482,0.8569292599283301,0.9974452169064976
23,ENSG00000133392,0.17937998,0.4864462,0.8576393480626836,0.9974452169064976
23,ENSG00000128596,0.17879055,1.4802953,0.8581021641714321,0.9974452169064976
23,ENSG00000163704,0.17855681,1.2008293,0.858285708212256,0.9974452169064976
23,ENSG00000211659,0.17734747,2.16324,0.8592354712544682,0.9974452169064976
23,ENSG00000211663,0.17727633,2.0996592,0.8592913460261522,0.9974452169064976
23,ENSG00000280035,0.17715438,1.3324984,0.8593871329882714,0.9974452169064976
23,ENSG00000145491,0.1743495,1.1835922,0.8615908014833494,0.9974452169064976
23,ENSG00000196074,0.17195113,0.87574774,0.8634759532872438,0.9974452169064976
23,ENSG00000259709,0.1711432,1.6589601,0.8641111694487144,0.9974452169064976
23,ENSG00000246223,0.17093487,1.069952,0.8642749815883108,0.9974452169064976
23,ENSG00000162630,0.16975601,1.5071613,0.8652020282709466,0.9974452169064976
23,ENSG00000272186,0.1609247,1.0939986,0.8721527016265915,0.9974452169064976
23,ENSG00000188580,0.15913609,0.72703403,0.8735616538068511,0.9974452169064976
23,ENSG00000226197,0.15895824,1.5678855,0.8737017704793502,0.9974452169064976
23,ENSG00000089101,0.15865336,1.4836351,0.8739419797027017,0.9974452169064976
23,ENSG00000211965,0.15806901,1.8515546,0.8744024131727497,0.9974452169064976
23,ENSG00000145214,0.15771332,0.81410074,0.8746826978572086,0.9974452169064976
23,ENSG00000172236,0.15178853,1.287003,0.8793537256250542,0.9974452169064976
23,ENSG00000244437,0.14822146,1.5431983,0.8821679937825913,0.9974452169064976
23,ENSG00000142235,0.14626008,1.2192968,0.8837160767996987,0.9974452169064976
